SELECT id, komitent_id FROM faktura WHERE komitent_id IN (5095, 5096, 5097, 5098, 5099, 30997, 31928, 39447, 40783);
+---------+-------------+
| id      | komitent_id |
| 3083570 |        5096 |
| 3083571 |        5096 |
| 3083590 |        5096 |
| 3083591 |        5096 |
| 3083658 |        5096 |
| 3083659 |        5096 |
| 3083663 |        5096 |
| 3083664 |        5096 |
| 3083670 |        5096 |
| 3083671 |        5096 |
| 3083678 |        5096 |
| 3083680 |        5096 |
| 3083686 |        5096 |
| 3083687 |        5096 |
| 3083717 |        5096 |
| 3083720 |        5096 |
| 3083727 |        5096 |
| 3083728 |        5096 |
| 3083734 |        5096 |
| 3083735 |        5096 |
| 3083783 |        5096 |
| 3083785 |        5096 |
| 3083790 |        5096 |
| 3083791 |        5096 |
| 3112806 |        5096 |
| 3112807 |        5096 |
| 3152628 |        5096 |
| 3152646 |        5096 |
| 3387195 |        5096 |
| 3387219 |        5096 |
| 3527963 |        5096 |
| 3528008 |        5096 |
| 3528024 |        5096 |
| 3737873 |        5096 |
| 3737897 |        5096 |
| 3785075 |        5096 |
| 3785096 |        5096 |
| 3893622 |        5096 |
| 3893636 |        5096 |
| 3906208 |        5096 |
| 4013965 |        5096 |
| 4013974 |        5096 |
| 4069250 |        5096 |
| 4069269 |        5096 |
| 4132614 |        5096 |
| 4132621 |        5096 |
| 4150432 |        5096 |
| 4150444 |        5096 |
|  367734 |        5097 |
|  441076 |        5097 |
|  525475 |        5097 |
|  541698 |        5097 |
|  578581 |        5097 |
|  649140 |        5097 |
|  649204 |        5097 |
|  691999 |        5097 |
|  783152 |        5097 |
|  869780 |        5097 |
|  869781 |        5097 |
|  869819 |        5097 |
|  869845 |        5097 |
|  869873 |        5097 |
|  870180 |        5097 |
|  922577 |        5097 |
|  922826 |        5097 |
|  922827 |        5097 |
|  992559 |        5097 |
| 1017716 |        5097 |
| 1076037 |        5097 |
| 1096029 |        5097 |
| 1096049 |        5097 |
| 1147373 |        5097 |
| 1147387 |        5097 |
| 1198322 |        5097 |
| 1198338 |        5097 |
| 1198342 |        5097 |
| 1198359 |        5097 |
| 1233825 |        5097 |
| 1233839 |        5097 |
| 1330893 |        5097 |
| 1338524 |        5097 |
| 1338537 |        5097 |
| 1354878 |        5097 |
| 1354889 |        5097 |
| 1442987 |        5097 |
| 1442989 |        5097 |
| 1538284 |        5097 |
| 1538451 |        5097 |
| 1571709 |        5097 |
| 1682376 |        5097 |
| 1769192 |        5097 |
| 1769209 |        5097 |
| 2005537 |        5097 |
| 2005547 |        5097 |
| 2005569 |        5097 |
| 2019507 |        5097 |
| 2081022 |        5097 |
| 2135867 |        5097 |
| 2135873 |        5097 |
| 2146344 |        5097 |
| 2198366 |        5097 |
| 2264011 |        5097 |
| 2321623 |        5097 |
| 2321635 |        5097 |
| 2321658 |        5097 |
| 2366154 |        5097 |
| 2436192 |        5097 |
| 2436211 |        5097 |
| 2480688 |        5097 |
| 2567074 |        5097 |
| 2567088 |        5097 |
| 2567095 |        5097 |
| 2595259 |        5097 |
| 2617237 |        5097 |
| 2617250 |        5097 |
| 2667260 |        5097 |
| 2705226 |        5097 |
| 2705230 |        5097 |
| 2822470 |        5097 |
| 2822491 |        5097 |
| 2822589 |        5097 |
| 2822739 |        5097 |
| 2822750 |        5097 |
| 2822758 |        5097 |
| 2832294 |        5097 |
| 2970626 |        5097 |
| 2970640 |        5097 |
| 2970653 |        5097 |
| 2970668 |        5097 |
| 2970749 |        5097 |
| 2970771 |        5097 |
| 2970789 |        5097 |
| 3004558 |        5097 |
| 3004564 |        5097 |
| 3064654 |        5097 |
| 3064657 |        5097 |
| 3064689 |        5097 |
| 3064691 |        5097 |
| 3064712 |        5097 |
| 3064713 |        5097 |
| 3083633 |        5097 |
| 3083634 |        5097 |
| 3083650 |        5097 |
| 3083651 |        5097 |
| 3083820 |        5097 |
| 3083821 |        5097 |
| 3182715 |        5097 |
| 3182732 |        5097 |
| 3182755 |        5097 |
| 3387403 |        5097 |
| 3387424 |        5097 |
| 3387435 |        5097 |
| 3574960 |        5097 |
| 3574967 |        5097 |
| 3785431 |        5097 |
| 3785446 |        5097 |
| 3785463 |        5097 |
| 3785470 |        5097 |
| 3893504 |        5097 |
| 3893511 |        5097 |
| 3893529 |        5097 |
|  367857 |        5098 |
|  441055 |        5098 |
|  525469 |        5098 |
|  541728 |        5098 |
|  578592 |        5098 |
|  649188 |        5098 |
|  649261 |        5098 |
|  745490 |        5098 |
|  745504 |        5098 |
|  869107 |        5098 |
|  888797 |        5098 |
|  888815 |        5098 |
|  890042 |        5098 |
|  922635 |        5098 |
|  924815 |        5098 |
|  924816 |        5098 |
|  924827 |        5098 |
|  924828 |        5098 |
|  992750 |        5098 |
|  992777 |        5098 |
|  992802 |        5098 |
| 1017780 |        5098 |
| 1076068 |        5098 |
| 1147344 |        5098 |
| 1147357 |        5098 |
| 1198364 |        5098 |
| 1198378 |        5098 |
| 1198382 |        5098 |
| 1198395 |        5098 |
| 1233617 |        5098 |
| 1331144 |        5098 |
| 1331198 |        5098 |
| 1331258 |        5098 |
| 1331343 |        5098 |
| 1331423 |        5098 |
| 1334091 |        5098 |
| 1334100 |        5098 |
| 1334153 |        5098 |
| 1338483 |        5098 |
| 1475211 |        5098 |
| 1492747 |        5098 |
| 1492787 |        5098 |
| 1492802 |        5098 |
| 1492815 |        5098 |
| 1492836 |        5098 |
| 1538561 |        5098 |
| 1538732 |        5098 |
| 1571722 |        5098 |
| 1634036 |        5098 |
| 1879782 |        5098 |
| 1879785 |        5098 |
| 1879798 |        5098 |
| 1879806 |        5098 |
| 1972976 |        5098 |
| 1972978 |        5098 |
| 1973006 |        5098 |
| 1973009 |        5098 |
| 1973037 |        5098 |
| 1973046 |        5098 |
| 2186450 |        5098 |
| 2186481 |        5098 |
| 2186503 |        5098 |
| 2190430 |        5098 |
| 2190432 |        5098 |
| 2190434 |        5098 |
| 2190455 |        5098 |
| 2190527 |        5098 |
| 2190587 |        5098 |
| 2190668 |        5098 |
| 2190704 |        5098 |
| 2190721 |        5098 |
| 2190724 |        5098 |
| 2190761 |        5098 |
| 2190798 |        5098 |
| 2275908 |        5098 |
| 2275920 |        5098 |
| 2276617 |        5098 |
| 2480571 |        5098 |
| 2480591 |        5098 |
| 2480632 |        5098 |
| 2480671 |        5098 |
| 2557090 |        5098 |
| 2557119 |        5098 |
| 2595188 |        5098 |
| 2595222 |        5098 |
| 2595306 |        5098 |
| 2702145 |        5098 |
| 2702195 |        5098 |
| 2702221 |        5098 |
| 2702256 |        5098 |
| 2892905 |        5098 |
| 2892913 |        5098 |
| 2892918 |        5098 |
| 2970987 |        5098 |
| 2971004 |        5098 |
| 2971021 |        5098 |
| 2971052 |        5098 |
| 2971060 |        5098 |
| 2971068 |        5098 |
| 2971081 |        5098 |
| 2971100 |        5098 |
| 3004430 |        5098 |
| 3064183 |        5098 |
| 3083827 |        5098 |
| 3083828 |        5098 |
| 3083831 |        5098 |
| 3083832 |        5098 |
| 3083834 |        5098 |
| 3083835 |        5098 |
| 3785574 |        5098 |
| 3785647 |        5098 |
| 3785659 |        5098 |
| 3785673 |        5098 |
| 3785690 |        5098 |
| 3785722 |        5098 |
| 3785739 |        5098 |
| 3785758 |        5098 |
| 3785784 |        5098 |
| 3785796 |        5098 |
| 3785811 |        5098 |
| 3785826 |        5098 |
| 3785827 |        5098 |
| 3918843 |        5098 |
| 3918854 |        5098 |
| 3918896 |        5098 |
| 3918946 |        5098 |
| 3919006 |        5098 |
| 3919021 |        5098 |
| 3919044 |        5098 |
| 3919075 |        5098 |
| 3919097 |        5098 |
| 3919130 |        5098 |
| 3919180 |        5098 |
| 3919196 |        5098 |
| 3919213 |        5098 |
| 3919225 |        5098 |
| 3919257 |        5098 |
| 3919367 |        5098 |
| 3959881 |        5098 |
| 4180198 |        5098 |
| 4180209 |        5098 |
| 4180218 |        5098 |
| 4180225 |        5098 |
| 4180231 |        5098 |
| 4180236 |        5098 |
| 4180242 |        5098 |
| 4181927 |        5098 |
| 4181929 |        5098 |
| 4181950 |        5098 |
|  367673 |        5099 |
|  440995 |        5099 |
|  525472 |        5099 |
|  541689 |        5099 |
|  578589 |        5099 |
|  649158 |        5099 |
|  649242 |        5099 |
|  692017 |        5099 |
|  783286 |        5099 |
|  783387 |        5099 |
|  869936 |        5099 |
|  870337 |        5099 |
|  922603 |        5099 |
|  992584 |        5099 |
| 1017742 |        5099 |
| 1022048 |        5099 |
| 1147301 |        5099 |
| 1147324 |        5099 |
| 1198495 |        5099 |
| 1198550 |        5099 |
| 1198562 |        5099 |
| 1198584 |        5099 |
| 1201712 |        5099 |
| 1201738 |        5099 |
| 1201793 |        5099 |
| 1233678 |        5099 |
| 1233722 |        5099 |
| 1330936 |        5099 |
| 1330976 |        5099 |
| 1537699 |        5099 |
| 1537728 |        5099 |
| 1537817 |        5099 |
| 1537847 |        5099 |
| 1537888 |        5099 |
| 1768848 |        5099 |
| 1768885 |        5099 |
| 1768938 |        5099 |
| 1768974 |        5099 |
| 2019539 |        5099 |
| 2019584 |        5099 |
| 2019609 |        5099 |
| 2019648 |        5099 |
| 2019664 |        5099 |
| 2019708 |        5099 |
| 2019729 |        5099 |
| 2019762 |        5099 |
| 2080984 |        5099 |
| 2081006 |        5099 |
| 2135852 |        5099 |
| 2135857 |        5099 |
| 2198405 |        5099 |
| 2198496 |        5099 |
| 2264038 |        5099 |
| 2264068 |        5099 |
| 2366190 |        5099 |
| 2366285 |        5099 |
| 2436230 |        5099 |
| 2436251 |        5099 |
| 2436655 |        5099 |
| 2480714 |        5099 |
| 2567026 |        5099 |
| 2567049 |        5099 |
| 2567065 |        5099 |
| 2617214 |        5099 |
| 2617229 |        5099 |
| 2667281 |        5099 |
| 2667286 |        5099 |
| 2667299 |        5099 |
| 2705129 |        5099 |
| 2705144 |        5099 |
| 2822565 |        5099 |
| 2822576 |        5099 |
| 2822688 |        5099 |
| 2955433 |        5099 |
| 2955482 |        5099 |
| 2955547 |        5099 |
| 2955586 |        5099 |
| 2955599 |        5099 |
| 2955628 |        5099 |
| 2955646 |        5099 |
| 2955734 |        5099 |
| 2956222 |        5099 |
| 2956233 |        5099 |
| 2956252 |        5099 |
| 2956435 |        5099 |
| 2956455 |        5099 |
| 3004527 |        5099 |
| 3004617 |        5099 |
| 3064575 |        5099 |
| 3064576 |        5099 |
| 3064601 |        5099 |
| 3064602 |        5099 |
| 3064610 |        5099 |
| 3064611 |        5099 |
| 3064617 |        5099 |
| 3064618 |        5099 |
| 3083597 |        5099 |
| 3083598 |        5099 |
| 3152801 |        5099 |
| 3182862 |        5099 |
| 3182908 |        5099 |
| 3387320 |        5099 |
| 3387348 |        5099 |
| 3575004 |        5099 |
| 3575017 |        5099 |
| 3575034 |        5099 |
| 3785213 |        5099 |
| 3785261 |        5099 |
| 3785320 |        5099 |
| 3785400 |        5099 |
| 3893561 |        5099 |
| 3893589 |        5099 |
| 3893595 |        5099 |
| 3959927 |        5099 |
| 3959950 |        5099 |
| 4014014 |        5099 |
| 4014040 |        5099 |
| 4180264 |        5099 |
| 4180272 |        5099 |
| 4180290 |        5099 |
| 4180299 |        5099 |
| 2832275 |       30997 |
| 2859998 |       30997 |
| 2893014 |       30997 |
| 2971207 |       30997 |
| 2971225 |       30997 |
| 3004337 |       30997 |
| 3004353 |       30997 |
| 3004382 |       30997 |
| 3033313 |       30997 |
| 3098897 |       30997 |
| 3152594 |       30997 |
| 3290508 |       30997 |
| 3290525 |       30997 |
| 3387135 |       30997 |
| 3460534 |       30997 |
| 3575071 |       30997 |
| 3575159 |       30997 |
| 3575169 |       30997 |
| 3575174 |       30997 |
| 3575175 |       30997 |
| 3575230 |       30997 |
| 3784970 |       30997 |
| 3785017 |       30997 |
| 3785031 |       30997 |
| 3893661 |       30997 |
| 2949540 |       31928 |
| 2949578 |       31928 |
| 2949593 |       31928 |
| 2949599 |       31928 |
| 3014887 |       31928 |
| 3014894 |       31928 |
| 3033329 |       31928 |
| 3955493 |       39447 |
| 3955498 |       39447 |
| 3970431 |       39447 |
| 3970437 |       39447 |
| 3970439 |       39447 |
| 3970440 |       39447 |
| 3970443 |       39447 |
| 3970444 |       39447 |
+---------+-------------+

SELECT id, dobavljac_id FROM kalkulacija WHERE dobavljac_id IN (5095, 5096, 5097, 5098, 5099, 30997, 31928, 39447, 40783);
Empty set (0.00 sec)

SELECT id, komitent_id FROM komitent_placanje WHERE komitent_id IN (5095, 5096, 5097, 5098, 5099, 30997, 31928, 39447, 40783);
Empty set (0.00 sec)

SELECT id, komitent_id FROM faktura_mail_kampanja_stavka WHERE komitent_id IN (5095, 5096, 5097, 5098, 5099, 30997, 31928, 39447, 40783);
Empty set (0.00 sec)

SELECT id, komitent_id FROM order_grupa WHERE komitent_id IN (5095, 5096, 5097, 5098, 5099, 30997, 31928, 39447, 40783);
Empty set (0.00 sec)

SELECT id, komitent_id FROM knjizno_odobrenje WHERE komitent_id IN (5095, 5096, 5097, 5098, 5099, 30997, 31928, 39447, 40783);
+----+-------------+
| id | komitent_id |
+----+-------------+
| 83 |        5095 |
+----+-------------+
